X,Y,Donjek_asp,northness,profilecur,tangential,Sx_G2_d200,Sx_G13_d20,Donjek_slo,DonjekDEM_,Sx_G4_d200
603780.662655301,6763481.68230252,327.26477,0.08703,-0.00021,-0.00165,26.33000,5.71000,5.93859,2218.00000,12.89000
603786.02634487,6763454.63797516,357.51044,0.14228,-0.00148,-0.00178,31.75000,4.29000,8.18785,2222.00000,21.22000
603841.043596993,6763437.48790891,345.57922,0.09006,-0.00170,-0.00035,30.26000,1.69000,6.44330,2230.00000,18.41000
603900.532534174,6763429.65528207,357.70938,0.04371,-0.00174,0.00071,26.33000,3.37000,4.47072,2231.00000,13.27000
603960.465548328,6763422.25605194,347.73523,0.04371,-0.00092,-0.00074,16.73000,5.89000,4.20674,2231.00000,5.94000
604018.867258505,6763415.46505332,308.99100,0.05294,-0.00126,-0.00205,11.49000,9.23000,4.82620,2232.00000,3.57000
604079.68292594,6763407.91178462,285.64224,0.04318,-0.00252,-0.00153,6.80000,12.68000,9.21646,2236.00000,1.59000
603440.173227518,6763643.08493412,18.92464,0.26409,-0.00469,-0.00115,28.98000,1.69000,13.02077,2195.00000,26.21000
603487.422082671,6763682.70361374,336.80139,0.11789,-0.00036,-0.00212,23.63000,4.49000,5.43801,2190.00000,14.02000
603530.590583616,6763722.98303153,291.80139,0.05605,0.00013,-0.00075,15.09000,5.71000,5.76572,2191.00000,3.17000
603575.061623702,6763763.15456967,288.43494,0.03724,-0.00006,0.00068,5.30000,7.13000,6.76286,2194.00000,-1.59000
603619.544619321,6763802.86431532,293.49857,0.06175,0.00237,0.00066,-0.76000,5.71000,8.90858,2198.00000,-4.04000
603664.411444341,6763843.45686066,302.47119,0.04361,0.00110,0.00035,-2.02000,3.09000,4.65874,2200.00000,-2.02000
603710.037231424,6763884.40358126,331.69925,0.04058,-0.00084,-0.00041,1.01000,4.29000,2.64176,2199.00000,1.01000
603754.1683762,6763923.82351025,344.05460,0.08714,-0.00017,-0.00024,1.01000,2.81000,5.19967,2198.00000,1.01000
603799.148880811,6763964.12094494,309.28943,0.05603,-0.00011,-0.00280,3.04000,5.71000,5.07621,2195.00000,3.04000
603843.326732455,6764003.8583115,259.38034,-0.01242,0.00023,0.00081,-0.76000,5.71000,5.80943,2204.00000,-2.38000
603888.478387362,6764044.42724267,271.84760,0.01244,0.00013,0.00070,-1.77000,5.71000,5.53612,2208.00000,-4.04000
603932.45881141,6764083.59593516,294.44397,0.03116,0.00196,0.00156,-3.29000,1.43000,4.31872,2212.00000,-4.04000
603977.486600924,6764124.00414834,354.80557,0.06859,0.00141,0.00170,1.01000,1.04000,3.94906,2211.00000,1.01000
604021.911009412,6764164.34691603,296.56506,0.02496,0.00120,-0.00079,2.02000,2.86000,3.19960,2209.00000,2.02000
604066.628487877,6764204.33404782,295.34619,0.02806,0.00075,0.00091,0.34000,2.86000,3.75889,2211.00000,-0.79000
604110.764941058,6764244.11383266,324.46231,0.06541,0.00116,0.00028,0.25000,1.43000,4.61074,2211.00000,0.00000
604155.321658561,6764284.28830744,348.69006,0.09332,0.00183,0.00127,1.01000,6.43000,5.46126,2210.00000,1.01000
604177.800222366,6764304.84104012,358.02505,0.13315,0.00217,-0.00032,2.02000,9.19000,5.18135,2210.00000,2.02000
603847.139398938,6763987.1380474,275.52753,-0.01242,0.00093,-0.00218,1.01000,4.29000,5.55895,2203.00000,-0.79000
603889.72177635,6763946.93075711,329.74356,0.00933,-0.00028,-0.00014,3.04000,3.37000,4.96242,2208.00000,3.04000
603934.028337939,6763904.9169316,5.71059,0.04993,0.00056,0.00069,2.02000,3.37000,3.59413,2212.00000,2.02000
603985.017852955,6763856.487232,11.30993,0.07788,-0.00079,-0.00024,3.04000,4.49000,4.55526,2213.00000,3.04000
604027.710475054,6763814.8800659,355.81509,0.12708,0.00060,0.00084,2.02000,5.04000,7.32055,2218.00000,2.02000
604070.813630376,6763772.55068546,6.34019,0.11179,0.00076,0.00110,2.02000,4.76000,6.45795,2223.00000,2.02000
604113.320575917,6763730.62324471,355.81509,0.12708,0.00008,-0.00049,4.04000,4.21000,7.32055,2227.00000,4.04000
604155.369087609,6763688.77265031,16.55707,0.11479,-0.00135,0.00137,7.05000,3.82000,6.87816,2232.00000,7.05000
604198.995562841,6763645.96995098,51.34019,0.07447,-0.00210,0.00089,9.04000,4.21000,6.84608,2233.00000,9.04000
604241.423178328,6763604.10597362,116.56505,0.05249,-0.00323,-0.00487,11.00000,10.74000,3.19960,2224.00000,11.00000
604283.573093973,6763562.22279481,276.34021,0.06811,-0.00577,-0.00410,11.00000,14.04000,6.45795,2224.00000,10.14000
604326.442061395,6763520.03329974,300.25644,0.16020,0.00066,-0.00458,7.55000,10.62000,9.85149,2234.00000,6.33000
604369.628871529,6763477.37055958,302.73523,0.13295,-0.00146,-0.00101,5.05000,7.13000,5.93859,2245.00000,4.47000
604412.131187189,6763435.45730076,295.34619,0.04644,0.00114,0.00029,2.70000,5.71000,7.48571,2253.00000,1.99000
604454.88625875,6763393.27772893,273.36646,0.03112,0.00102,0.00084,3.04000,2.81000,3.04623,2258.00000,1.59000
604497.709000614,6763351.03137108,264.80557,-0.01873,-0.00055,-0.00111,5.30000,3.65000,1.97688,2258.00000,3.97000
604540.7180641,6763308.72228258,333.43494,-0.01249,-0.00037,-0.00025,4.80000,3.93000,1.60105,2260.00000,3.57000
604582.937215253,6763267.2861097,324.46231,0.01561,-0.00203,-0.00294,5.05000,10.62000,4.61074,2261.00000,5.05000
604625.159012185,6763225.12424321,304.28687,0.06764,-0.00034,-0.00335,4.04000,12.68000,9.44852,2269.00000,4.04000
604668.845390588,6763182.61294368,290.55603,0.02172,0.00121,-0.00225,2.02000,2.15000,3.05669,2276.00000,2.02000
604711.250322521,6763141.08573641,329.62088,0.09013,-0.00181,-0.00065,3.04000,4.29000,5.99683,2279.00000,3.04000
604753.469565428,6763098.92901087,326.30994,0.09316,0.00025,-0.00046,1.01000,5.00000,6.42860,2286.00000,1.01000
604792.065404599,6763052.90639082,303.11133,0.09240,-0.00225,0.00150,-2.02000,9.93000,9.73818,2293.00000,-4.04000
604828.312375162,6763004.12070081,311.26862,0.13167,0.00156,0.00266,-3.54000,4.29000,11.51501,2306.00000,-5.05000
604863.094985193,6762956.33746762,353.29016,0.11179,-0.00123,0.00373,1.01000,-1.69000,6.10643,2318.00000,1.01000
604898.32452177,6762907.52947021,3.57633,0.12392,-0.00146,-0.00053,8.05000,1.43000,11.33143,2322.00000,8.05000
604934.000673804,6762858.83051621,0.00000,0.20786,0.00117,0.00000,8.05000,0.00000,11.99690,2332.00000,8.05000
604969.365027366,6762810.3833396,24.67686,0.16032,0.00037,0.00128,8.05000,-1.97000,7.25166,2338.00000,8.05000
605004.21603078,6762762.58321653,54.46232,0.03421,-0.00073,-0.00072,3.04000,-0.56000,3.07752,2337.00000,5.11000
605040.075274861,6762713.09594442,318.36646,0.01875,-0.00003,0.00333,-5.05000,2.86000,8.55990,2345.00000,-5.05000
605075.294348182,6762664.51681544,304.56253,0.11125,0.00271,0.00234,-5.80000,2.86000,9.69055,2350.00000,-6.05000
605110.281497799,6762616.27703927,16.69924,0.06237,0.00150,0.00411,-1.01000,-1.97000,3.73337,2356.00000,-1.01000
605145.551229107,6762567.93859457,41.82017,0.05919,0.00039,-0.00122,3.04000,-0.69000,4.55526,2354.00000,3.04000
605181.198324521,6762518.90972647,171.86990,0.03746,0.00095,0.00114,-2.02000,-1.04000,1.26586,2356.00000,-4.36000
605215.983600548,6762471.46992553,302.90524,0.03435,-0.00187,0.00125,-0.25000,4.29000,3.62065,2356.00000,-1.99000
605251.759217998,6762422.55799693,302.19574,0.08703,0.00027,0.00138,-1.27000,4.29000,5.69395,2362.00000,-3.04000
603830.438380186,6764001.92621883,263.65979,-0.01242,0.00035,0.00110,0.00000,5.71000,6.45795,2200.00000,-0.79000
603787.547707901,6764043.6780784,275.82635,0.01544,0.00072,-0.00053,1.35000,8.53000,8.75030,2194.00000,0.79000
603744.040103484,6764085.81790328,270.00000,-0.00000,-0.00203,-0.00021,2.70000,9.93000,7.47733,2187.00000,2.38000
603700.380593584,6764126.48974448,239.03624,-0.02808,-0.00153,-0.00096,3.37000,7.13000,3.12897,2184.00000,2.78000
603658.775438535,6764167.76639848,243.43495,-0.01873,0.00050,0.00137,2.02000,3.93000,2.40079,2185.00000,-0.40000
603613.901061761,6764209.13853216,306.57303,0.07136,0.00208,0.00099,1.27000,4.29000,6.87816,2182.00000,-0.79000
603569.169058788,6764250.71347414,315.00000,0.08407,-0.00183,-0.00186,3.04000,7.13000,7.05413,2172.00000,3.04000
603526.06041156,6764291.86816457,335.55603,0.05305,-0.00090,-0.00202,4.04000,5.00000,2.16243,2168.00000,4.04000
603482.707777048,6764332.79960773,348.69006,0.05616,0.00047,-0.00047,2.02000,2.81000,2.73684,2167.00000,2.02000
603438.604350749,6764374.63607414,10.00798,0.05305,-0.00003,0.00045,2.02000,0.84000,3.08788,2165.00000,2.02000
603396.121619035,6764415.20530401,336.25049,0.07784,0.00137,0.00111,1.01000,0.00000,4.87855,2163.00000,1.01000
603354.025828496,6764458.18745721,328.13403,0.11457,0.00047,-0.00007,2.02000,4.29000,7.75280,2156.00000,2.02000
603314.713459666,6764504.88024065,331.92752,0.04678,-0.00155,-0.00071,3.04000,4.29000,6.06492,2148.00000,3.04000
603277.816717826,6764553.08074556,323.13010,0.04055,-0.00051,-0.00094,2.02000,2.86000,3.57633,2144.00000,2.02000
603241.48883107,6764598.64997363,310.91437,0.05607,0.00032,0.00010,0.51000,2.86000,3.54948,2143.00000,0.00000
603204.121250607,6764645.64775588,315.00000,0.07147,0.00077,0.00047,0.00000,2.86000,5.30230,2137.00000,0.00000
603167.384056665,6764693.170819,312.39743,0.04986,-0.00028,0.00070,0.00000,4.29000,5.55895,2131.00000,-1.01000
603130.314721323,6764740.34826991,322.12500,0.09013,-0.00033,0.00012,0.00000,2.86000,4.07606,2126.00000,0.00000
603093.263987093,6764787.59511685,329.62088,0.09328,0.00115,0.00029,0.00000,2.86000,5.99683,2122.00000,0.00000
603056.433863487,6764834.07056735,338.19861,0.05922,-0.00103,-0.00061,2.02000,3.58000,5.76572,2115.00000,2.02000
603018.45166823,6764881.72808901,317.60257,0.07780,0.00056,-0.00036,1.01000,4.29000,5.55895,2108.00000,1.01000
602982.395288273,6764927.9787238,302.19574,0.08688,0.00006,-0.00047,0.00000,4.29000,5.69395,2102.00000,-1.01000
602943.270007788,6764976.12481542,298.07251,0.05283,0.00007,0.00076,-0.51000,5.71000,6.06492,2097.00000,-1.59000
602907.773551614,6765021.90915654,317.29059,0.08076,0.00046,0.00036,0.00000,5.00000,6.30978,2091.00000,0.00000
602870.541200098,6765070.43384931,319.57391,0.08386,-0.00071,0.00030,0.00000,4.29000,6.32476,2084.00000,0.00000
602833.228475173,6765118.31912442,309.28943,0.05603,0.00037,0.00025,-0.51000,2.86000,5.07621,2079.00000,-1.01000
602795.975920166,6765165.2954534,315.00000,0.06223,-0.00067,0.00026,0.51000,4.29000,4.79981,2071.00000,0.00000
602759.402946924,6765211.69839608,317.86243,0.05296,0.00057,0.00088,-0.51000,2.86000,5.05743,2067.00000,-1.01000
602722.433164533,6765259.16635669,338.74951,0.06532,0.00114,0.00153,0.00000,1.43000,6.88273,2064.00000,0.00000
602685.311508243,6765306.06632709,336.80139,0.09299,-0.00047,0.00151,1.01000,1.43000,6.78608,2057.00000,1.01000
603372.67366647,6763885.73220614,325.61966,0.14811,-0.00009,-0.00365,17.96000,5.71000,4.11493,2172.00000,17.33000
603415.639594808,6763926.88831151,250.64101,-0.04032,-0.00005,0.00005,12.46000,6.32000,6.98700,2177.00000,4.36000
603459.498004355,6763967.81218852,236.68936,-0.07127,0.00018,0.00023,4.30000,5.71000,7.45635,2184.00000,-4.76000
603503.571658706,6764008.84988939,253.07249,-0.02181,0.00150,0.00202,-3.04000,2.86000,4.29657,2191.00000,-7.05000
603547.000652293,6764050.01096617,351.86990,0.10871,0.00279,0.00070,0.00000,0.00000,6.30478,2191.00000,0.00000
603590.544550736,6764091.52311506,0.00000,0.11792,-0.00224,0.00021,7.05000,2.81000,6.77216,2184.00000,7.05000
603634.794561797,6764132.30871817,299.05463,0.01562,0.00032,-0.00199,4.55000,4.21000,1.84279,2182.00000,3.17000
603677.939318762,6764172.93682207,243.43495,-0.01873,0.00050,0.00137,2.02000,3.93000,2.40079,2185.00000,-0.40000
603722.030741089,6764214.63208104,286.92749,0.01872,-0.00010,0.00093,0.51000,4.29000,4.29657,2189.00000,-2.56000
603766.077639022,6764255.32824496,311.63354,0.04052,-0.00113,-0.00052,0.00000,5.00000,4.30396,2189.00000,0.00000
603809.849678992,6764296.54524565,299.47589,0.04364,-0.00065,-0.00039,-0.51000,4.29000,4.71972,2190.00000,-1.01000
603853.439527254,6764337.79528393,308.65979,0.04984,0.00035,0.00110,-1.01000,2.86000,4.57614,2192.00000,-1.59000
603896.81009085,6764378.55024307,332.65012,0.09016,0.00046,0.00036,1.01000,2.86000,5.82574,2191.00000,1.01000
603940.438198052,6764419.96107869,346.75949,0.10562,-0.00038,0.00017,3.04000,1.43000,6.22926,2188.00000,3.04000
603984.097459326,6764460.61034056,0.00000,0.10565,0.00000,0.00124,3.04000,5.32000,5.71059,2185.00000,3.04000
604006.308849753,6764481.40108801,353.65979,0.10565,-0.00035,-0.00131,5.05000,13.77000,4.85245,2180.00000,5.05000
603998.069541244,6764523.5584322,347.00537,0.12093,0.00081,-0.00041,4.04000,13.24000,7.12942,2176.00000,4.04000
603964.757495201,6764552.35234785,347.00537,0.07786,0.00081,-0.00041,4.04000,13.24000,7.12942,2176.00000,4.04000
603908.339309563,6764567.67903382,355.91437,0.08717,-0.00164,-0.00042,4.04000,8.64000,5.01332,2169.00000,4.04000
603848.958883329,6764574.47849115,355.91437,0.08715,0.00041,0.00042,2.02000,5.32000,5.01332,2170.00000,2.02000
603788.856633735,6764581.14477576,331.69925,0.13618,0.00125,0.00144,-0.25000,1.43000,5.27233,2169.00000,-1.01000
603728.289082932,6764587.29559522,321.00900,0.07788,-0.00022,0.00043,0.00000,4.29000,4.82620,2166.00000,0.00000
603669.486328737,6764593.5554294,315.00000,0.07474,0.00181,0.00213,-0.76000,0.72000,3.28817,2165.00000,-3.04000
603609.823390245,6764600.02421152,301.50427,0.02793,0.00027,0.00138,0.25000,4.29000,6.48231,2159.00000,-1.99000
603549.721826021,6764606.87735113,275.90613,0.00934,-0.00116,-0.00111,2.53000,7.13000,5.20577,2149.00000,1.19000
603489.431049016,6764613.77590363,286.69925,0.06539,-0.00017,-0.00190,3.04000,5.71000,3.73337,2146.00000,1.59000
603431.367036839,6764620.25444807,347.61923,0.10829,0.00140,-0.00143,5.05000,3.65000,7.47314,2143.00000,5.05000
603370.445813181,6764627.11972064,0.00000,0.12085,0.00162,-0.00021,3.04000,2.81000,8.18023,2143.00000,3.04000
603311.592253588,6764634.21982548,344.74487,0.09334,0.00035,0.00152,0.34000,1.12000,4.07606,2143.00000,0.00000
603251.547830869,6764640.5782623,334.44003,0.06534,0.00036,0.00109,0.00000,1.43000,4.55526,2139.00000,0.00000
603192.262608508,6764646.84259608,312.61407,0.07147,-0.00044,-0.00080,1.01000,5.71000,6.05971,2133.00000,1.01000
603132.60985463,6764652.9274422,317.60257,0.06223,-0.00100,-0.00065,1.01000,5.00000,5.55895,2130.00000,1.01000
603073.209498267,6764659.50919159,299.74487,0.04975,-0.00001,0.00021,-2.02000,4.29000,5.75474,2125.00000,-2.02000
603014.264560912,6764666.16427367,294.14554,0.02801,-0.00042,-0.00019,-2.02000,5.71000,5.67168,2121.00000,-2.02000
602954.022608532,6764672.26799768,287.59241,0.01862,0.00147,0.00016,-5.05000,5.71000,7.65532,2114.00000,-5.05000
602894.976878518,6764679.41491091,274.26788,-0.00616,0.00188,-0.00074,-4.55000,9.93000,11.85743,2107.00000,-9.83000
602865.234628403,6764683.07184135,259.01935,-0.03973,0.00074,-0.00037,-4.30000,11.31000,12.03964,2099.00000,-8.67000
602817.543956236,6764720.78263899,254.60445,-0.05794,0.00090,0.00048,-3.04000,11.31000,12.60677,2093.00000,-6.72000
602784.139063479,6764777.09400185,262.56860,-0.02748,0.00014,0.00066,-2.02000,12.68000,12.26807,2086.00000,-4.76000
602773.982392091,6764803.37406184,266.42365,-0.01213,0.00125,-0.00007,-2.28000,9.93000,11.33143,2087.00000,-6.72000
602802.387403954,6764847.24311079,275.71057,-0.02155,0.00002,-0.00022,-4.80000,7.13000,7.16018,2093.00000,-6.05000
602849.299371154,6764884.73994092,309.55966,0.01240,-0.00024,0.00128,-3.04000,3.58000,5.32616,2096.00000,-3.04000
602896.350991906,6764923.11016569,312.13757,0.08386,-0.00057,-0.00088,1.01000,5.00000,5.05743,2095.00000,1.01000
602942.435200245,6764961.30239899,298.07251,0.05283,0.00007,0.00076,-0.51000,5.71000,6.06492,2097.00000,-1.59000
602988.638549101,6764999.60932071,304.21570,0.05289,0.00099,0.00129,-1.01000,2.86000,5.39708,2101.00000,-1.99000
603034.397422396,6765036.79336023,336.37061,0.09941,0.00092,0.00051,1.01000,1.69000,6.22926,2100.00000,1.01000
603080.770677125,6765074.83523432,337.83365,0.09941,0.00084,0.00019,2.02000,2.86000,5.20577,2099.00000,2.02000
603127.217569154,6765113.56288347,330.06848,0.10861,0.00080,-0.00039,2.02000,6.43000,6.78608,2097.00000,2.02000
603182.244242055,6765096.9212606,327.52881,0.06220,0.00081,0.00084,1.69000,9.46000,6.96898,2100.00000,0.40000
603249.721200878,6764988.84752382,311.42365,0.04982,0.00006,0.00098,1.35000,2.86000,4.05256,2113.00000,0.40000
603261.17474085,6764930.7261713,304.99200,0.04988,-0.00041,-0.00042,2.02000,4.29000,4.36270,2114.00000,1.19000
603265.238062862,6764870.1894437,344.74487,0.06858,-0.00052,-0.00093,4.04000,2.86000,4.07606,2118.00000,4.04000
603269.734116845,6764810.72686092,3.81407,0.09334,-0.00024,0.00045,4.04000,2.53000,5.36764,2122.00000,4.04000
603274.119814894,6764751.23212489,0.00000,0.10872,0.00000,0.00124,3.04000,1.97000,6.77216,2131.00000,3.04000
603278.451078161,6764690.0690555,351.38434,0.10257,0.00080,0.00168,1.01000,1.40000,5.95453,2136.00000,1.01000
603283.380519983,6764631.12848197,344.74487,0.07165,0.00035,0.00152,0.34000,1.12000,4.07606,2143.00000,0.00000
603288.552358066,6764571.32057381,319.76364,0.04055,0.00057,0.00088,0.51000,2.15000,3.04623,2145.00000,-0.40000
603293.573028369,6764512.05699896,331.92752,0.04678,-0.00155,-0.00071,3.04000,4.29000,6.06492,2148.00000,3.04000
603297.951832047,6764452.02764332,332.81888,0.11466,-0.00015,-0.00026,2.02000,4.29000,7.40573,2153.00000,2.02000
603302.885469847,6764391.85946282,324.86581,0.10545,0.00086,0.00058,0.00000,2.86000,5.89050,2162.00000,0.00000
603307.578155891,6764332.52366154,321.34021,0.06230,0.00096,0.00049,0.00000,1.43000,4.57614,2165.00000,0.00000
603312.070996954,6764272.31850994,290.22485,0.04367,-0.00019,0.00082,-4.04000,2.86000,3.62065,2168.00000,-4.04000
603317.50583531,6764212.60459236,273.57635,0.00622,0.00087,0.00057,-2.28000,4.29000,5.72166,2169.00000,-7.05000
603322.212316449,6764153.16389522,274.39871,-0.00000,0.00116,0.00151,0.00000,5.71000,6.96898,2175.00000,-6.72000
603326.662847138,6764092.63952009,250.20113,-0.05239,0.00079,0.00145,3.79000,8.53000,9.42887,2174.00000,-4.36000
603330.177507742,6764033.48746712,254.35776,-0.04651,-0.00239,-0.00023,13.18000,11.31000,9.21646,2167.00000,5.94000
603335.504784242,6763974.29408528,274.63547,0.00931,-0.00314,-0.00241,16.03000,11.31000,6.61699,2165.00000,12.89000
603311.721729002,6764280.77772495,315.00000,0.04367,0.00062,0.00062,-1.01000,1.43000,3.54048,2167.00000,-1.01000
603370.833489568,6764286.73657527,347.00537,0.04370,-0.00024,-0.00038,2.02000,1.43000,2.38743,2168.00000,2.02000
603429.015792019,6764300.0406328,344.05460,0.04370,0.00004,0.00037,1.52000,1.12000,2.60520,2169.00000,1.01000
603482.705585117,6764325.21492924,348.69006,0.05616,0.00047,-0.00047,2.02000,2.81000,2.73684,2167.00000,2.02000
603534.08270698,6764354.88815256,315.00000,0.05301,0.00042,-0.00021,2.02000,3.65000,2.53049,2168.00000,1.01000
603573.022671241,6764398.99902638,311.82019,0.07159,-0.00039,-0.00002,1.35000,4.29000,4.55526,2168.00000,0.40000
603605.462649683,6764449.40395002,312.51044,0.08703,0.00054,-0.00075,1.01000,4.29000,5.80943,2165.00000,1.01000
603627.715221983,6764502.20721996,295.82098,0.02484,0.00114,-0.00074,1.01000,4.29000,6.14252,2163.00000,-0.40000
603633.531904051,6764560.78849697,286.55707,0.03413,0.00119,0.00086,0.25000,5.71000,6.87816,2161.00000,-1.19000
603631.093956335,6764620.78342135,301.50427,0.07772,0.00027,0.00138,0.25000,4.29000,6.48231,2159.00000,-1.99000
603607.96143549,6764673.83313106,319.96973,0.06230,-0.00024,0.00128,0.51000,2.86000,5.82574,2156.00000,-2.02000
603575.507548796,6764723.88667078,334.29004,0.08401,0.00048,0.00034,1.01000,2.86000,5.34991,2148.00000,1.01000
603539.815915573,6764771.08961273,345.06857,0.09331,0.00042,0.00020,2.02000,4.21000,5.54184,2143.00000,2.02000
603493.874819534,6764808.82875435,334.79889,0.10552,0.00049,0.00137,0.00000,4.21000,6.69739,2138.00000,0.00000
603443.844565037,6764840.96475562,328.49573,0.06532,-0.00062,0.00104,1.01000,5.32000,6.48231,2131.00000,0.00000
603393.029721794,6764873.48906966,296.56506,0.03737,-0.00062,0.00000,2.28000,4.29000,4.79318,2125.00000,0.40000
603343.126260679,6764906.18394797,296.56506,0.03117,0.00050,0.00137,1.52000,2.86000,3.99717,2122.00000,0.00000
603292.015534112,6764938.25996656,308.99100,0.04988,-0.00035,0.00056,1.77000,4.29000,4.82620,2117.00000,0.40000
603235.782295437,6764944.07072963,325.61966,0.05922,0.00042,-0.00125,3.04000,3.58000,4.11493,2112.00000,3.04000
603174.703365065,6764936.99846006,347.90524,0.08098,0.00043,-0.00064,3.04000,2.15000,5.11357,2111.00000,3.04000
603119.719620225,6764925.05814321,340.34619,0.05611,0.00042,0.00082,1.01000,1.43000,5.30828,2110.00000,1.01000
603072.909697738,6764890.71926812,315.00000,0.05922,0.00103,0.00042,0.51000,2.86000,4.54827,2111.00000,0.00000
603030.964248319,6764847.55156671,329.03625,0.07780,0.00022,-0.00002,1.01000,2.15000,5.20577,2111.00000,1.01000
602991.781941977,6764803.36164531,309.80557,0.06220,0.00015,0.00088,-2.02000,4.29000,5.57601,2112.00000,-2.02000
602963.453232265,6764751.33049622,287.24146,0.03729,0.00048,0.00117,-4.04000,4.29000,5.42050,2116.00000,-4.04000
602939.019074318,6764696.71361398,278.97263,0.01862,0.00068,-0.00089,-5.05000,5.71000,6.85526,2112.00000,-5.05000
602916.632343395,6764642.81485756,274.26788,0.01529,0.00188,-0.00074,-4.55000,9.93000,11.85743,2107.00000,-9.83000
602924.651088724,6764586.26120803,245.92450,-0.00304,0.00244,0.00181,-3.79000,6.42000,9.13883,2115.00000,-9.45000
602946.901891736,6764531.48583653,243.88609,-0.07692,0.00055,-0.00118,0.25000,9.23000,10.06480,2110.00000,-5.54000
602969.37754706,6764475.60186905,271.12329,-0.02162,-0.00169,-0.00115,4.55000,12.00000,9.05707,2113.00000,-1.59000
603000.468021185,6764426.49276307,275.52753,0.00309,-0.00106,-0.00074,5.55000,12.68000,11.01517,2121.00000,-1.59000
603041.494020977,6764380.76785988,271.90915,0.01840,0.00043,-0.00024,5.55000,9.93000,10.62542,2130.00000,-1.99000
603086.581684476,6764345.03326418,266.87787,0.00614,-0.00028,0.00090,5.55000,9.93000,9.76664,2137.00000,-1.99000
603140.310293064,6764318.52729351,273.57635,0.00923,0.00035,-0.00077,6.30000,11.31000,11.33143,2144.00000,-2.78000
603195.37402759,6764295.18064134,276.54630,0.02148,0.00007,0.00014,2.53000,11.31000,10.86167,2152.00000,-5.94000
603252.642760818,6764280.62447698,294.14554,0.03086,0.00153,0.00136,-3.54000,2.86000,5.67168,2165.00000,-5.05000
604112.41421362,6763397.62794032,287.70044,0.04314,0.00238,0.00003,6.30000,5.71000,8.76449,2247.00000,-0.40000
604115.365528899,6763341.37934451,290.37643,0.04633,0.00134,-0.00053,12.22000,5.71000,6.65495,2248.00000,1.19000
604124.654478421,6763281.52715527,287.10272,0.04672,-0.00041,-0.00042,11.73000,5.71000,4.85899,2252.00000,2.78000
604139.891936958,6763223.55265389,333.43494,0.05291,-0.00000,-0.00187,18.57000,4.29000,5.58735,2256.00000,10.60000
604158.942153552,6763167.49459595,358.53119,0.12098,-0.00107,-0.00119,20.81000,3.65000,6.95092,2260.00000,14.02000
604219.984131648,6763064.42853228,321.70984,0.06223,-0.00097,-0.00110,15.56000,4.29000,4.32609,2274.00000,10.22000
604254.2069469,6763019.42578291,312.87891,0.08068,0.00053,0.00173,11.49000,4.29000,6.80923,2281.00000,5.15000
604303.075907332,6762989.33228478,315.00000,0.09641,0.00203,0.00172,8.30000,0.00000,1.26586,2286.00000,2.78000
604361.809839255,6762974.60227488,323.13010,0.01875,0.00139,0.00069,2.53000,1.43000,1.78991,2286.00000,0.00000
604420.066989551,6762966.06279072,18.43495,0.03747,0.00281,0.00156,1.27000,-2.53000,2.26364,2287.00000,-0.79000
604479.291042097,6762967.47067426,45.00000,0.08684,0.00397,0.00031,1.35000,-1.12000,7.05413,2285.00000,1.01000
604538.592541011,6762973.2951816,4.23640,0.16638,0.00069,-0.00215,8.05000,3.37000,9.60418,2277.00000,8.05000
604591.971304902,6762990.61755112,342.40759,0.11094,0.00048,-0.00111,6.05000,5.04000,7.65532,2278.00000,6.05000
604639.475293359,6763027.62290504,283.24054,0.00618,0.00141,-0.00163,3.71000,6.16000,6.22926,2278.00000,2.78000
604681.638080352,6763068.40137263,275.19443,0.06840,0.00052,0.00259,0.25000,4.29000,3.94906,2287.00000,-3.57000
604729.064742752,6763108.23349777,326.30994,0.09013,0.00025,-0.00046,1.01000,5.00000,6.42860,2286.00000,1.01000
604777.501716543,6763142.316743,332.10272,0.07163,-0.00065,0.00107,1.01000,1.43000,6.85526,2285.00000,1.01000
604826.195492267,6763176.21047126,344.74487,0.06858,-0.00132,0.00050,3.04000,1.12000,4.07606,2282.00000,3.04000
604865.38528366,6763214.33646733,59.03624,0.01874,0.00124,-0.00020,2.02000,0.84000,2.08713,2281.00000,1.01000
604887.405106119,6763268.4537436,63.43495,0.02495,-0.00133,-0.00158,4.04000,1.43000,3.19960,2277.00000,4.04000
604896.040835809,6763326.91615824,46.63658,0.10500,0.00115,-0.00056,7.05000,-0.84000,8.79634,2274.00000,7.05000
604897.666812491,6763383.67662088,53.53077,0.04323,0.00015,-0.00138,10.02000,-0.84000,10.13483,2269.00000,10.02000
604878.00222492,6763438.73253759,62.10273,0.05903,0.00112,-0.00010,6.05000,-2.81000,6.85526,2272.00000,6.05000
604845.803457656,6763488.14974591,37.87498,0.09334,-0.00018,0.00163,5.05000,-1.36000,6.10126,2267.00000,5.05000
604812.749655562,6763538.44095233,6.84277,0.07788,-0.00148,0.00086,3.04000,-0.35000,4.49908,2264.00000,3.04000
604777.243063147,6763588.22010817,345.96375,0.00937,-0.00103,-0.00022,2.53000,0.00000,1.47615,2262.00000,2.02000
604741.786824106,6763635.90617184,0.00000,0.02811,0.00021,-0.00104,2.02000,1.43000,1.43210,2261.00000,2.02000
604705.933429491,6763684.39641865,341.56506,0.03747,0.00060,0.00023,1.01000,0.72000,2.26364,2259.00000,1.01000
