X;Y;field3;Sdb;WP;DonjekDEM
603794.299;6763449.03;645;0.1;645.1;2222
603786.026;6763454.64;645;0.2;645.2;2222
603777.754;6763460.24;645;0.3;645.3;2222
603850.895;6763435.97;646;0.1;646.1;2230
603841.044;6763437.49;646;0.2;646.2;2230
603831.134;6763439.02;646;0.3;646.3;2228
603910.494;6763428.46;647;0.1;647.1;2231
603900.533;6763429.66;647;0.2;647.2;2231
603890.63;6763430.85;647;0.3;647.3;2231
603970.423;6763421.01;648;0.1;648.1;2231
603960.466;6763422.26;648;0.2;648.2;2231
603950.568;6763423.49;648;0.3;648.3;2231
604028.811;6763414.35;649;0.1;649.1;2232
604018.867;6763415.47;649;0.2;649.2;2232
604008.923;6763416.58;649;0.3;649.3;2232
604089.596;6763406.62;650;0.1;650.1;2245
604079.683;6763407.91;650;0.2;650.2;2236
604069.77;6763409.2;650;0.3;650.3;2236
603447.861;6763649.53;660;0.1;660.1;2195
603440.173;6763643.08;660;0.2;660.2;2195
603432.526;6763636.67;660;0.3;660.3;2215
603495.081;6763689.13;661;0.1;661.1;2190
603487.422;6763682.7;661;0.2;661.2;2190
603479.763;6763676.28;661;0.3;661.3;2195
603537.711;6763730;662;0.1;662.1;2191
603530.591;6763722.98;662;0.2;662.2;2191
603523.47;6763715.97;662;0.3;662.3;2193
603582.596;6763769.67;663;0.1;663.1;2194
603575.062;6763763.15;663;0.2;663.2;2194
603567.481;6763756.6;663;0.3;663.3;2195
603626.975;6763809.6;664;0.1;664.1;2198
603619.545;6763802.86;664;0.2;664.2;2198
603612.158;6763796.16;664;0.3;664.3;2199
603671.823;6763850.15;665;0.1;665.1;2200
603664.411;6763843.46;665;0.2;665.2;2200
603656.955;6763836.72;665;0.3;665.3;2202
603717.498;6763891.08;666;0.1;666.1;2199
603710.037;6763884.4;666;0.2;666.2;2199
603702.577;6763877.73;666;0.3;666.3;2201
603761.637;6763930.49;667;0.1;667.1;2199
603754.168;6763923.82;667;0.2;667.2;2198
603746.744;6763917.2;667;0.3;667.3;2201
603806.615;6763970.82;668;0.1;668.1;2198
603799.149;6763964.12;668;0.2;668.2;2195
603791.728;6763957.46;668;0.3;668.3;2199
603850.749;6764010.54;669;0.1;669.1;2204
603843.327;6764003.86;669;0.2;669.2;2204
603835.86;6763997.14;669;0.3;669.3;2198
603895.897;6764051.09;670;0.1;670.1;2208
603888.478;6764044.43;670;0.2;670.2;2208
603881.015;6764037.73;670;0.3;670.3;2208
603939.91;6764090.21;671;0.1;671.1;2212
603932.459;6764083.6;671;0.2;671.2;2212
603924.964;6764076.95;671;0.3;671.3;2212
603984.906;6764130.7;672;0.1;672.1;2211
603977.487;6764124;672;0.2;672.2;2211
603970.067;6764117.31;672;0.3;672.3;2213
604029.33;6764171.1;673;0.1;673.1;2209
604021.911;6764164.35;673;0.2;673.2;2209
604014.537;6764157.63;673;0.3;673.3;2209
604074.087;6764210.94;674;0.1;674.1;2211
604066.628;6764204.33;674;0.2;674.2;2211
604059.125;6764197.69;674;0.3;674.3;2211
604118.157;6764250.83;675;0.1;675.1;2211
604110.765;6764244.11;675;0.2;675.2;2211
604103.372;6764237.39;675;0.3;675.3;2213
604162.787;6764290.99;676;0.1;676.1;2210
604155.322;6764284.29;676;0.2;676.2;2210
604147.901;6764277.63;676;0.3;676.3;2212
604185.061;6764311.71;677;0.1;677.1;2210
604177.8;6764304.84;677;0.2;677.2;2210
604170.54;6764297.97;677;0.3;677.3;2210
603854.387;6763980.3;678;0.1;678.1;2203
603847.139;6763987.14;678;0.2;678.2;2203
603839.852;6763994.02;678;0.3;678.3;2198
603896.968;6763940.09;679;0.1;679.1;2208
603889.722;6763946.93;679;0.2;679.2;2208
603882.433;6763953.81;679;0.3;679.3;2208
603941.25;6763898.06;680;0.1;680.1;2212
603934.028;6763904.92;680;0.2;680.2;2212
603926.763;6763911.82;680;0.3;680.3;2212
603992.267;6763849.6;681;0.1;681.1;2213
603985.018;6763856.49;681;0.2;681.2;2213
603977.768;6763863.37;681;0.3;681.3;2213
604034.801;6763807.88;682;0.1;682.1;2218
604027.71;6763814.88;682;0.2;682.2;2218
604020.577;6763821.92;682;0.3;682.3;2218
604077.99;6763765.52;683;0.1;683.1;2223
604070.814;6763772.55;683;0.2;683.2;2223
604063.68;6763779.54;683;0.3;683.3;2223
604120.455;6763723.56;684;0.1;684.1;2228
604113.321;6763730.62;684;0.2;684.2;2227
604106.229;6763737.64;684;0.3;684.3;2227
604162.472;6763681.68;685;0.1;685.1;2230
604155.369;6763688.77;685;0.2;685.2;2232
604148.308;6763695.82;685;0.3;685.3;2232
604206.186;6763638.97;686;0.1;686.1;2231
604198.996;6763645.97;686;0.2;686.2;2233
604191.849;6763652.92;686;0.3;686.3;2233
604248.488;6763597.09;687;0.1;687.1;2225
604241.423;6763604.11;687;0.2;687.2;2224
604234.316;6763611.17;687;0.3;687.3;2231
604290.662;6763555.18;688;0.1;688.1;2228
604283.573;6763562.22;688;0.2;688.2;2224
604276.484;6763569.27;688;0.3;688.3;2225
604333.582;6763513.04;689;0.1;689.1;2240
604326.442;6763520.03;689;0.2;689.2;2234
604319.302;6763527.03;689;0.3;689.3;2228
604376.704;6763470.35;690;0.1;690.1;2245
604369.629;6763477.37;690;0.2;690.2;2245
604362.51;6763484.43;690;0.3;690.3;2243
604419.293;6763428.42;691;0.1;691.1;2253
604412.131;6763435.46;691;0.2;691.2;2253
604405.012;6763442.46;691;0.3;691.3;2250
604462.026;6763386.22;692;0.1;692.1;2258
604454.886;6763393.28;692;0.2;692.2;2258
604447.789;6763400.29;692;0.3;692.3;2257
604504.823;6763344.02;693;0.1;693.1;2258
604497.709;6763351.03;693;0.2;693.2;2258
604490.552;6763358.09;693;0.3;693.3;2258
604547.827;6763301.74;694;0.1;694.1;2260
604540.718;6763308.72;694;0.2;694.2;2260
604533.566;6763315.75;694;0.3;694.3;2260
604590.085;6763260.28;695;0.1;695.1;2261
604582.937;6763267.29;695;0.2;695.2;2261
604575.831;6763274.26;695;0.3;695.3;2261
604632.224;6763218;696;0.1;696.1;2269
604625.159;6763225.12;696;0.2;696.2;2269
604618.136;6763232.2;696;0.3;696.3;2269
604676.079;6763175.69;697;0.1;697.1;2276
604668.845;6763182.61;697;0.2;697.2;2276
604661.656;6763189.49;697;0.3;697.3;2276
604718.382;6763134.02;698;0.1;698.1;2279
604711.25;6763141.09;698;0.2;698.2;2279
604704.161;6763148.11;698;0.3;698.3;2279
604760.511;6763091.87;699;0.1;699.1;2289
604753.47;6763098.93;699;0.2;699.2;2286
604746.386;6763106.03;699;0.3;699.3;2286
604798.156;6763044.98;700;0.1;700.1;2293
604792.065;6763052.91;700;0.2;700.2;2293
604785.975;6763060.84;700;0.3;700.3;2293
604834.239;6762996.01;701;0.1;701.1;2311
604828.312;6763004.12;701;0.2;701.2;2306
604822.421;6763012.18;701;0.3;701.3;2306
604868.966;6762948.25;702;0.1;702.1;2318
604863.095;6762956.34;702;0.2;702.2;2318
604857.224;6762964.42;702;0.3;702.3;2315
604904.17;6762899.41;703;0.1;703.1;2322
604898.325;6762907.53;703;0.2;703.2;2322
604892.479;6762915.65;703;0.3;703.3;2322
604939.925;6762850.81;704;0.1;704.1;2332
604934.001;6762858.83;704;0.2;704.2;2332
604928.04;6762866.89;704;0.3;704.3;2332
604975.217;6762802.32;705;0.1;705.1;2338
604969.365;6762810.38;705;0.2;705.2;2338
604963.478;6762818.5;705;0.3;705.3;2338
605010.125;6762754.5;706;0.1;706.1;2338
605004.216;6762762.58;706;0.2;706.2;2337
604998.342;6762770.62;706;0.3;706.3;2341
605045.907;6762705.01;707;0.1;707.1;2345
605040.075;6762713.1;707;0.2;707.2;2345
605034.208;6762721.23;707;0.3;707.3;2338
605081.192;6762656.4;708;0.1;708.1;2352
605075.294;6762664.52;708;0.2;708.2;2350
605069.432;6762672.58;708;0.3;708.3;2350
605116.123;6762608.21;709;0.1;709.1;2356
605110.281;6762616.28;709;0.2;709.2;2356
605104.405;6762624.39;709;0.3;709.3;2356
605151.466;6762559.86;710;0.1;710.1;2357
605145.551;6762567.94;710;0.2;710.2;2354
605139.672;6762575.97;710;0.3;710.3;2354
605187.073;6762510.8;711;0.1;711.1;2356
605181.198;6762518.91;711;0.2;711.2;2356
605175.359;6762526.97;711;0.3;711.3;2356
605221.926;6762463.42;712;0.1;712.1;2356
605215.984;6762471.47;712;0.2;712.2;2356
605210.041;6762479.52;712;0.3;712.3;2356
605257.651;6762414.47;713;0.1;713.1;2362
605251.759;6762422.56;713;0.2;713.2;2362
605245.867;6762430.65;713;0.3;713.3;2362
603823.271;6764008.9;714;0.1;714.1;2200
603830.438;6764001.93;714;0.2;714.2;2200
603837.606;6763994.95;714;0.3;714.3;2198
603780.376;6764050.66;715;0.1;715.1;2194
603787.548;6764043.68;715;0.2;715.2;2194
603794.719;6764036.7;715;0.3;715.3;2195
603736.847;6764092.77;716;0.1;716.1;2187
603744.04;6764085.82;716;0.2;716.2;2187
603751.233;6764078.87;716;0.3;716.3;2187
603692.974;6764133.26;717;0.1;717.1;2184
603700.381;6764126.49;717;0.2;717.2;2184
603707.743;6764119.76;717;0.3;717.3;2183
603651.801;6764174.98;718;0.1;718.1;2185
603658.775;6764167.77;718;0.2;718.2;2185
603665.709;6764160.59;718;0.3;718.3;2185
603606.39;6764215.68;719;0.1;719.1;2182
603613.901;6764209.14;719;0.2;719.2;2182
603621.458;6764202.55;719;0.3;719.3;2182
603561.974;6764257.61;720;0.1;720.1;2172
603569.169;6764250.71;720;0.2;720.2;2172
603576.408;6764243.77;720;0.3;720.3;2172
603518.849;6764298.74;721;0.1;721.1;2169
603526.06;6764291.87;721;0.2;721.2;2168
603533.315;6764284.96;721;0.3;721.3;2168
603475.399;6764339.67;722;0.1;722.1;2167
603482.708;6764332.8;722;0.2;722.2;2167
603489.973;6764325.97;722;0.3;722.3;2167
603431.332;6764381.57;723;0.1;723.1;2165
603438.604;6764374.64;723;0.2;723.2;2165
603445.833;6764367.75;723;0.3;723.3;2164
603388.903;6764422.11;724;0.1;724.1;2163
603396.122;6764415.21;724;0.2;724.2;2163
603403.383;6764408.26;724;0.3;724.3;2163
603347.142;6764465.45;725;0.1;725.1;2156
603354.026;6764458.19;725;0.2;725.2;2156
603360.909;6764450.93;725;0.3;725.3;2159
603308.517;6764512.68;726;0.1;726.1;2148
603314.713;6764504.88;726;0.2;726.2;2148
603320.948;6764497.03;726;0.3;726.3;2151
603271.828;6764561.05;727;0.1;727.1;2143
603277.817;6764553.08;727;0.2;727.2;2144
603283.842;6764545.07;727;0.3;727.3;2146
603235.114;6764606.41;728;0.1;728.1;2139
603241.489;6764598.65;728;0.2;728.2;2143
603247.827;6764590.94;728;0.3;728.3;2143
603197.939;6764653.55;729;0.1;729.1;2133
603204.121;6764645.65;729;0.2;729.2;2137
603210.266;6764637.79;729;0.3;729.3;2139
603161.263;6764701.13;730;0.1;730.1;2131
603167.384;6764693.17;730;0.2;730.2;2131
603173.468;6764685.25;730;0.3;730.3;2131
603124.117;6764748.15;731;0.1;731.1;2126
603130.315;6764740.35;731;0.2;731.2;2126
603136.549;6764732.5;731;0.3;731.3;2126
603087.091;6764795.52;732;0.1;732.1;2122
603093.264;6764787.6;732;0.2;732.2;2122
603099.4;6764779.72;732;0.3;732.3;2122
603050.211;6764841.86;733;0.1;733.1;2112
603056.434;6764834.07;733;0.2;733.2;2115
603062.694;6764826.24;733;0.3;733.3;2115
603012.219;6764889.56;734;0.1;734.1;2108
603018.452;6764881.73;734;0.2;734.2;2108
603024.684;6764873.9;734;0.3;734.3;2111
602976.264;6764935.93;735;0.1;735.1;2102
602982.395;6764927.98;735;0.2;735.2;2102
602988.49;6764920.08;735;0.3;735.3;2102
602936.873;6764983.8;736;0.1;736.1;2097
602943.27;6764976.12;736;0.2;736.2;2097
602949.667;6764968.44;736;0.3;736.3;2097
602901.768;6765029.96;737;0.1;737.1;2091
602907.774;6765021.91;737;0.2;737.2;2091
602913.744;6765013.91;737;0.3;737.3;2091
602864.377;6765078.36;738;0.1;738.1;2084
602870.541;6765070.43;738;0.2;738.2;2084
602876.667;6765062.56;738;0.3;738.3;2084
602827.103;6765126.17;739;0.1;739.1;2077
602833.228;6765118.32;739;0.2;739.2;2079
602839.391;6765110.42;739;0.3;739.3;2079
602789.753;6765173.08;740;0.1;740.1;2071
602795.976;6765165.3;740;0.2;740.2;2071
602802.236;6765157.47;740;0.3;740.3;2077
602753.244;6765219.57;741;0.1;741.1;2067
602759.403;6765211.7;741;0.2;741.2;2067
602765.562;6765203.83;741;0.3;741.3;2069
602716.298;6765267.06;742;0.1;742.1;2061
602722.433;6765259.17;742;0.2;742.2;2064
602728.568;6765251.27;742;0.3;742.3;2064
602679.071;6765313.88;743;0.1;743.1;2054
602685.312;6765306.07;743;0.2;743.2;2057
602691.552;6765298.25;743;0.3;743.3;2057
603379.921;6763892.67;745;0.1;745.1;2172
603372.674;6763885.73;745;0.2;745.2;2172
603365.466;6763878.83;745;0.3;745.3;2176
603422.864;6763933.81;746;0.1;746.1;2177
603415.64;6763926.89;746;0.2;746.2;2177
603408.415;6763919.97;746;0.3;746.3;2175
603466.828;6763974.56;747;0.1;747.1;2184
603459.498;6763967.81;747;0.2;747.2;2184
603452.124;6763961.02;747;0.3;747.3;2184
603510.881;6764015.69;748;0.1;748.1;2191
603503.572;6764008.85;748;0.2;748.2;2191
603496.306;6764002.05;748;0.3;748.3;2191
603554.236;6764056.91;749;0.1;749.1;2191
603547.001;6764050.01;749;0.2;749.2;2191
603539.766;6764043.11;749;0.3;749.3;2191
603597.78;6764098.42;750;0.1;750.1;2184
603590.545;6764091.52;750;0.2;750.2;2184
603583.309;6764084.63;750;0.3;750.3;2184
603642.206;6764139.03;751;0.1;751.1;2183
603634.795;6764132.31;751;0.2;751.2;2182
603627.383;6764125.59;751;0.3;751.3;2182
603685.127;6764179.84;752;0.1;752.1;2186
603677.939;6764172.94;752;0.2;752.2;2185
603670.709;6764165.99;752;0.3;752.3;2185
603729.294;6764221.45;753;0.1;753.1;2189
603722.031;6764214.63;753;0.2;753.2;2189
603714.723;6764207.77;753;0.3;753.3;2186
603773.424;6764262.06;754;0.1;754.1;2189
603766.078;6764255.33;754;0.2;754.2;2189
603758.687;6764248.55;754;0.3;754.3;2188
603817.076;6764303.44;755;0.1;755.1;2190
603809.85;6764296.55;755;0.2;755.2;2190
603802.58;6764289.61;755;0.3;755.3;2190
603860.746;6764344.68;756;0.1;756.1;2192
603853.44;6764337.8;756;0.2;756.2;2192
603846.177;6764330.95;756;0.3;756.3;2192
603904.108;6764385.4;757;0.1;757.1;2191
603896.81;6764378.55;757;0.2;757.2;2191
603889.512;6764371.7;757;0.3;757.3;2191
603947.664;6764426.86;758;0.1;758.1;2188
603940.438;6764419.96;758;0.2;758.2;2188
603933.169;6764413.02;758;0.3;758.3;2188
603991.488;6764467.4;759;0.1;759.1;2185
603984.097;6764460.61;759;0.2;759.2;2185
603976.751;6764453.86;759;0.3;759.3;2185
604013.478;6764488.35;760;0.1;760.1;2180
604006.309;6764481.4;760;0.2;760.2;2180
603999.118;6764474.43;760;0.3;760.3;2185
603991.813;6764531.38;761;0.1;761.1;2176
603998.07;6764523.56;761;0.2;761.2;2176
604004.291;6764515.78;761;0.3;761.3;2180
603956.302;6764557.7;762;0.1;762.1;2175
603964.757;6764552.35;762;0.2;762.2;2176
603973.213;6764547;762;0.3;762.3;2176
603898.418;6764568.84;763;0.1;763.1;2169
603908.339;6764567.68;763;0.2;763.2;2169
603918.32;6764566.51;763;0.3;763.3;2169
603839.03;6764575.6;764;0.1;764.1;2170
603848.959;6764574.48;764;0.2;764.2;2170
603858.888;6764573.35;764;0.3;764.3;2170
603778.931;6764582.23;765;0.1;765.1;2169
603788.857;6764581.14;765;0.2;765.2;2169
603798.842;6764580.05;765;0.3;765.3;2169
603718.338;6764588.27;766;0.1;766.1;2164
603728.289;6764587.3;766;0.2;766.2;2166
603738.241;6764586.33;766;0.3;766.3;2166
603659.541;6764594.66;767;0.1;767.1;2165
603669.486;6764593.56;767;0.2;767.2;2165
603679.432;6764592.45;767;0.3;767.3;2165
603599.91;6764601.09;768;0.1;768.1;2154
603609.823;6764600.02;768;0.2;768.2;2159
603619.796;6764598.96;768;0.3;768.3;2161
603539.803;6764608.04;769;0.1;769.1;2149
603549.722;6764606.88;769;0.2;769.2;2149
603559.701;6764605.71;769;0.3;769.3;2149
603479.529;6764614.89;770;0.1;770.1;2144
603489.431;6764613.78;770;0.2;770.2;2146
603499.393;6764612.65;770;0.3;770.3;2146
603421.425;6764621.36;771;0.1;771.1;2143
603431.367;6764620.25;771;0.2;771.2;2143
603441.309;6764619.15;771;0.3;771.3;2144
603360.507;6764628.25;772;0.1;772.1;2143
603370.446;6764627.12;772;0.2;772.2;2143
603380.385;6764625.99;772;0.3;772.3;2143
603301.701;6764635.45;773;0.1;773.1;2143
603311.592;6764634.22;773;0.2;773.2;2143
603321.542;6764632.98;773;0.3;773.3;2143
603241.557;6764641.55;774;0.1;774.1;2139
603251.548;6764640.58;774;0.2;774.2;2139
603261.478;6764639.62;774;0.3;774.3;2141
603182.362;6764647.93;775;0.1;775.1;2133
603192.263;6764646.84;775;0.2;775.2;2133
603202.222;6764645.75;775;0.3;775.3;2137
603122.692;6764653.9;776;0.1;776.1;2130
603132.61;6764652.93;776;0.2;776.2;2130
603142.588;6764651.95;776;0.3;776.3;2130
603063.289;6764660.67;777;0.1;777.1;2125
603073.209;6764659.51;777;0.2;777.2;2125
603083.189;6764658.34;777;0.3;777.3;2128
603004.282;6764667.27;778;0.1;778.1;2121
603014.265;6764666.16;778;0.2;778.2;2121
603024.188;6764665.07;778;0.3;778.3;2121
602944.074;6764673.23;779;0.1;779.1;2114
602954.023;6764672.27;779;0.2;779.2;2114
602963.971;6764671.31;779;0.3;779.3;2118
602885.057;6764680.74;780;0.1;780.1;2107
602894.977;6764679.41;780;0.2;780.2;2107
602904.897;6764678.09;780;0.3;780.3;2107
602855.303;6764684.08;781;0.1;781.1;2099
602865.235;6764683.07;781;0.2;781.2;2099
602875.137;6764682.06;781;0.3;781.3;2099
602811.407;6764728.66;782;0.1;782.1;2093
602817.544;6764720.78;782;0.2;782.2;2093
602823.721;6764712.85;782;0.3;782.3;2090
602779.518;6764785.96;783;0.1;783.1;2086
602784.139;6764777.09;783;0.2;783.2;2086
602788.76;6764768.22;783;0.3;783.3;2086
602772.916;6764813.34;784;0.1;784.1;2087
602773.982;6764803.37;784;0.2;784.2;2087
602774.896;6764794.83;784;0.3;784.3;2086
602810.264;6764853.43;785;0.1;785.1;2093
602802.387;6764847.24;785;0.2;785.2;2093
602794.557;6764841.1;785;0.3;785.3;2088
602857.112;6764891.04;786;0.1;786.1;2096
602849.299;6764884.74;786;0.2;786.2;2096
602841.533;6764878.48;786;0.3;786.3;2098
602904.055;6764929.43;787;0.1;787.1;2095
602896.351;6764923.11;787;0.2;787.2;2095
602888.6;6764916.76;787;0.3;787.3;2098
602950.127;6764967.71;788;0.1;788.1;2097
602942.435;6764961.3;788;0.2;788.2;2097
602934.789;6764954.93;788;0.3;788.3;2098
602996.32;6765005.96;789;0.1;789.1;2098
602988.639;6764999.61;789;0.2;789.2;2101
602980.911;6764993.22;789;0.3;789.3;2101
603042.215;6765043.09;790;0.1;790.1;2097
603034.397;6765036.79;790;0.2;790.2;2100
603026.626;6765030.54;790;0.3;790.3;2100
603088.444;6765081.19;791;0.1;791.1;2095
603080.771;6765074.84;791;0.2;791.2;2099
603073.051;6765068.44;791;0.3;791.3;2097
603134.877;6765119.97;792;0.1;792.1;2097
603127.218;6765113.56;792;0.2;792.2;2097
603119.512;6765107.12;792;0.3;792.3;2095
603190.286;6765090.95;793;0.1;793.1;2100
603182.244;6765096.92;793;0.2;793.2;2100
603174.258;6765102.85;793;0.3;793.3;2100
603254.471;6764979.96;794;0.1;794.1;2113
603249.721;6764988.85;794;0.2;794.2;2113
603245.033;6764997.62;794;0.3;794.3;2113
603261.672;6764920.75;795;0.1;795.1;2114
603261.175;6764930.73;795;0.2;795.2;2114
603260.678;6764940.71;795;0.3;795.3;2114
603265.989;6764860.26;796;0.1;796.1;2118
603265.238;6764870.19;796;0.2;796.2;2118
603264.482;6764880.18;796;0.3;796.3;2116
603270.49;6764800.72;797;0.1;797.1;2122
603269.734;6764810.73;797;0.2;797.2;2122
603268.982;6764820.67;797;0.3;797.3;2122
603274.848;6764741.23;798;0.1;798.1;2131
603274.12;6764751.23;798;0.2;798.2;2131
603273.396;6764761.18;798;0.3;798.3;2126
603279.148;6764680.09;799;0.1;799.1;2136
603278.451;6764690.07;799;0.2;799.2;2136
603277.754;6764700.05;799;0.3;799.3;2136
603284.284;6764621.16;800;0.1;800.1;2143
603283.381;6764631.13;800;0.2;800.2;2143
603282.477;6764641.09;800;0.3;800.3;2140
603289.396;6764561.32;801;0.1;801.1;2145
603288.552;6764571.32;801;0.2;801.2;2145
603287.714;6764581.26;801;0.3;801.3;2145
603294.419;6764502.09;802;0.1;802.1;2148
603293.573;6764512.06;802;0.2;802.2;2148
603292.727;6764522.02;802;0.3;802.3;2146
603298.621;6764442.05;803;0.1;803.1;2153
603297.952;6764452.03;803;0.2;803.2;2153
603297.283;6764462.01;803;0.3;803.3;2153
603303.779;6764381.87;804;0.1;804.1;2162
603302.885;6764391.86;804;0.2;804.2;2162
603301.997;6764401.79;804;0.3;804.3;2158
603308.316;6764322.54;805;0.1;805.1;2165
603307.578;6764332.52;805;0.2;805.2;2165
603306.845;6764342.45;805;0.3;805.3;2165
603312.816;6764262.38;806;0.1;806.1;2168
603312.071;6764272.32;806;0.2;806.2;2168
603311.321;6764282.32;806;0.3;806.3;2167
603318.488;6764202.69;807;0.1;807.1;2169
603317.506;6764212.6;807;0.2;807.2;2169
603316.518;6764222.58;807;0.3;807.3;2169
603322.905;6764143.16;808;0.1;808.1;2175
603322.212;6764153.16;808;0.2;808.2;2175
603321.524;6764163.11;808;0.3;808.3;2174
603327.414;6764082.71;809;0.1;809.1;2174
603326.663;6764092.64;809;0.2;809.2;2174
603325.907;6764102.63;809;0.3;809.3;2174
603330.687;6764023.53;810;0.1;810.1;2167
603330.178;6764033.49;810;0.2;810.2;2167
603329.665;6764043.5;810;0.3;810.3;2169
603336.596;6763964.36;811;0.1;811.1;2165
603335.505;6763974.29;811;0.2;811.2;2165
603334.414;6763984.23;811;0.3;811.3;2165
603321.692;6764281.78;812;0.1;812.1;2168
603311.722;6764280.78;812;0.2;812.2;2167
603301.792;6764279.78;812;0.3;812.3;2168
603380.77;6764287.74;813;0.1;813.1;2168
603370.833;6764286.74;813;0.2;813.2;2168
603360.838;6764285.73;813;0.3;813.3;2168
603438.565;6764302.86;814;0.1;814.1;2169
603429.016;6764300.04;814;0.2;814.2;2169
603419.409;6764297.21;814;0.3;814.3;2169
603491.443;6764330.15;815;0.1;815.1;2167
603482.706;6764325.21;815;0.2;815.2;2167
603474.02;6764320.3;815;0.3;815.3;2167
603542.751;6764359.95;816;0.1;816.1;2168
603534.083;6764354.89;816;0.2;816.2;2168
603525.466;6764349.86;816;0.3;816.3;2168
603578.372;6764407.4;817;0.1;817.1;2166
603573.023;6764399;817;0.2;817.2;2168
603567.641;6764390.55;817;0.3;817.3;2168
603610.874;6764457.77;818;0.1;818.1;2165
603605.463;6764449.4;818;0.2;818.2;2165
603600.019;6764440.99;818;0.3;818.3;2165
603630.735;6764511.75;819;0.1;819.1;2163
603627.715;6764502.21;819;0.2;819.2;2163
603624.713;6764492.72;819;0.3;819.3;2163
603633.476;6764570.8;820;0.1;820.1;2161
603633.532;6764560.79;820;0.2;820.2;2161
603633.588;6764550.78;820;0.3;820.3;2162
603630.511;6764630.81;821;0.1;821.1;2159
603631.094;6764620.78;821;0.2;821.2;2159
603631.673;6764610.82;821;0.3;821.3;2159
603602.403;6764682.2;822;0.1;822.1;2152
603607.961;6764673.83;822;0.2;822.2;2156
603613.487;6764665.52;822;0.3;822.3;2156
603570.133;6764732.28;823;0.1;823.1;2148
603575.508;6764723.89;823;0.2;823.2;2148
603580.914;6764715.44;823;0.3;823.3;2151
603533.494;6764778.8;824;0.1;824.1;2143
603539.816;6764771.09;824;0.2;824.2;2143
603546.175;6764763.34;824;0.3;824.3;2143
603485.535;6764814.42;825;0.1;825.1;2138
603493.875;6764808.83;825;0.2;825.2;2138
603502.165;6764803.28;825;0.3;825.3;2138
603435.381;6764846.28;826;0.1;826.1;2128
603443.845;6764840.96;826;0.2;826.2;2131
603452.308;6764835.64;826;0.3;826.3;2135
603384.659;6764878.89;827;0.1;827.1;2125
603393.03;6764873.49;827;0.2;827.2;2125
603401.451;6764868.05;827;0.3;827.3;2128
603334.749;6764911.71;828;0.1;828.1;2122
603343.126;6764906.18;828;0.2;828.2;2122
603351.454;6764900.69;828;0.3;828.3;2122
603283.517;6764943.46;829;0.1;829.1;2117
603292.016;6764938.26;829;0.2;829.2;2117
603300.565;6764933.03;829;0.3;829.3;2117
603225.853;6764942.9;830;0.1;830.1;2112
603235.782;6764944.07;830;0.2;830.2;2112
603245.712;6764945.24;830;0.3;830.3;2114
603164.735;6764935.85;831;0.1;831.1;2111
603174.703;6764937;831;0.2;831.2;2111
603184.611;6764938.14;831;0.3;831.3;2111
603110.085;6764922.41;832;0.1;832.1;2110
603119.72;6764925.06;832;0.2;832.2;2110
603129.354;6764927.71;832;0.3;832.3;2111
603066.004;6764883.44;833;0.1;833.1;2111
603072.91;6764890.72;833;0.2;833.2;2111
603079.774;6764897.96;833;0.3;833.3;2111
603023.952;6764840.42;834;0.1;834.1;2111
603030.964;6764847.55;834;0.2;834.2;2111
603037.976;6764854.68;834;0.3;834.3;2111
602985.35;6764795.71;835;0.1;835.1;2114
602991.782;6764803.36;835;0.2;835.2;2112
602998.214;6764811.01;835;0.3;835.3;2112
602959.57;6764742.11;836;0.1;836.1;2112
602963.453;6764751.33;836;0.2;836.2;2116
602967.337;6764760.55;836;0.3;836.3;2114
602934.833;6764687.63;837;0.1;837.1;2112
602939.019;6764696.71;837;0.2;837.2;2112
602943.205;6764705.8;837;0.3;837.3;2112
602912.984;6764633.51;838;0.1;838.1;2109
602916.632;6764642.81;838;0.2;838.2;2107
602920.302;6764652.17;838;0.3;838.3;2114
602928.394;6764576.98;839;0.1;839.1;2115
602924.651;6764586.26;839;0.2;839.2;2115
602920.908;6764595.54;839;0.3;839.3;2115
602950.677;6764522.22;840;0.1;840.1;2110
602946.902;6764531.49;840;0.2;840.2;2110
602943.127;6764540.75;840;0.3;840.3;2110
602973.092;6764466.3;841;0.1;841.1;2113
602969.378;6764475.6;841;0.2;841.2;2113
602965.685;6764484.84;841;0.3;841.3;2114
603006.617;6764418.56;842;0.1;842.1;2121
603000.468;6764426.49;842;0.2;842.2;2121
602994.355;6764434.38;842;0.3;842.3;2114
603048.45;6764373.53;843;0.1;843.1;2130
603041.494;6764380.77;843;0.2;843.2;2130
603034.58;6764387.96;843;0.3;843.3;2122
603094.852;6764339.39;844;0.1;844.1;2137
603086.582;6764345.03;844;0.2;844.2;2137
603078.359;6764350.65;844;0.3;844.3;2130
603149.565;6764314.74;845;0.1;845.1;2144
603140.31;6764318.53;845;0.2;845.2;2144
603131.055;6764322.31;845;0.3;845.3;2144
603204.554;6764291.22;846;0.1;846.1;2160
603195.374;6764295.18;846;0.2;846.2;2152
603186.194;6764299.14;846;0.3;846.3;2152
603262.502;6764278.94;847;0.1;847.1;2166
603252.643;6764280.62;847;0.2;847.2;2165
603242.783;6764282.31;847;0.3;847.3;2165
